0.1	0.08727	104	0.2118	0.2469	0.002537	0.02054
0.2	1.033	188	1.938	0.3367	0.01428	0.212
0.3	0.2382	245	0.316	0.4956	0.04657	0.2407
0.4	0.8613	295	0.8867	0.5703	0.06828	0.335
0.5	0.6941	333	0.5935	0.6494	0.09557	0.3811
0.6	1.322	416	2.08	0.6649	0.1229	0.6147
0.7	0.3283	505	0.6588	0.8629	0.2416	0.6514
0.8	1.534	541	0.8471	0.816	0.235	0.7529
0.9	-0.6048	583	-0.5727	0.8788	0.2942	0.7038
1	-0.6964	613	-0.4397	0.9418	0.3334	0.6645
1.1	-0.5498	667	-0.6637	1.062	0.4095	0.5994
1.2	0.599	703	0.462	1.091	0.4489	0.6548
1.3	-1.028	789	-1.83	1.218	0.4989	0.4535
1.4	-0.9948	834	-0.9469	1.202	0.5086	0.367
1.5	-0.7833	922	-1.504	1.339	0.573	0.218
1.6	1.197	1019	2.282	1.414	0.5828	0.4439
1.7	-0.65	1105	-1.315	1.582	0.6642	0.3062
1.8	-0.4402	1147	-0.4673	1.705	0.6787	0.2688
1.9	0.2246	1214	0.4	1.882	0.7256	0.3134
2	1.047	1304	1.917	1.948	0.7707	0.4969
2.1	0.5697	1361	0.7624	2.064	0.8123	0.5774
2.2	0.03386	1453	0.08196	2.32	0.9445	0.6029
2.3	-0.6898	1485	-0.469	2.328	0.9872	0.5208
2.4	0.6699	1549	1.063	2.485	1.06	0.619
2.5	-1.022	1621	-1.514	2.542	1.11	0.503
2.6	1.3	1714	2.117	2.484	1.162	0.7118
2.7	0.6912	1746	0.5301	2.658	1.191	0.7559
2.8	0.9048	1837	1.886	2.645	1.296	0.9089
2.9	-1.343	1874	-0.8423	2.659	1.25	0.8801
3	0.9065	1972	1.806	2.713	1.362	1.011
3.1	-0.7948	2006	-0.5424	2.741	1.494	0.996
3.2	-0.6264	2104	-1.507	3.006	1.606	0.8369
3.3	0.9774	2140	0.7179	3.039	1.644	0.9193
3.4	0.2011	2204	0.32	3.015	1.736	0.9344
3.5	1.035	2256	1.145	3.177	1.813	1.087
3.6	-0.1649	2335	-0.3041	3.278	2.059	0.9936
3.7	-0.1246	2432	-0.3051	3.379	2.205	1.004
3.8	1.356	2518	1.903	3.439	2.233	1.204
3.9	0.3416	2558	0.3006	3.471	2.361	1.235
4	-0.5027	2650	-1.188	3.379	2.471	1.13
4.1	0.3801	2686	0.3504	3.485	2.545	1.107
4.2	0.5969	2736	0.7505	3.418	2.61	1.191
4.3	0.6964	2832	1.378	3.575	2.867	1.332
4.4	0.1058	2907	0.1892	3.611	3.042	1.377
4.5	0.9886	2987	1.732	3.694	3.147	1.57
4.6	0.3854	3074	0.8355	3.508	3.246	1.622
4.7	0.4189	3115	0.4371	3.608	3.544	1.683
4.8	-0.9076	3152	-0.7032	3.604	3.495	1.565
4.9	-0.65	3235	-1.233	3.535	3.54	1.478
5	-0.1089	3333	-0.2508	3.736	3.801	1.439
5.1	0.4887	3418	0.9613	3.746	4.175	1.562
5.2	0.1161	3512	0.2831	3.709	4.361	1.541
5.3	-0.3349	3574	-0.4984	3.564	4.377	1.554
5.4	-1.239	3643	-1.532	3.716	4.563	1.344
5.5	0.576	3737	1.269	3.666	4.806	1.511
5.6	1.276	3831	2.028	3.7	4.597	1.725
5.7	0.7679	3872	0.6946	3.758	4.908	1.85
5.8	0.4524	3917	0.482	3.518	4.852	1.788
5.9	1.173	4017	2.033	3.624	5.097	2.075
6	0.1958	4058	0.1928	3.611	4.984	2.054
6.1	0.2937	4138	0.5709	3.344	5.244	2.131
6.2	-0.7205	4172	-0.5917	3.518	5.404	2.113
6.3	0.2908	4208	0.2602	3.407	5.373	2.14
6.4	1.134	4306	2.201	3.413	5.4	2.314
6.5	0.2513	4350	0.2474	3.214	5.414	2.34
6.6	0.2967	4416	0.4684	3.14	5.687	2.339
6.7	-0.4215	4503	-0.8372	3.028	5.891	2.323
6.8	-1.371	4596	-2.256	2.947	5.747	2.093
6.9	1.402	4652	1.277	3.021	5.888	2.273
7	-1.151	4755	-2.229	2.916	5.792	2.016
7.1	0.06772	4800	0.07725	2.812	5.835	1.965
7.2	-1.42	4827	-0.6264	2.923	5.966	1.903
7.3	-0.8042	4881	-1.033	2.782	6.052	1.84
7.4	-1.093	4924	-0.9154	2.8	5.978	1.675
7.5	-1.18	5005	-1.763	2.908	6.046	1.51
7.6	-0.1452	5103	-0.3304	2.834	6.653	1.464
7.7	-0.3482	5171	-0.6372	2.792	6.551	1.448
7.8	-0.121	5268	-0.2896	2.966	6.98	1.463
7.9	0.7514	5339	1.155	2.95	6.974	1.504
8	-0.7156	5393	-0.8363	2.842	6.931	1.42
8.1	-1.571	5449	-1.469	2.9	6.931	1.283
8.2	-0.3316	5484	-0.2909	2.98	7.079	1.32
8.3	-1.551	5534	-1.301	2.953	7.298	1.191
8.4	0.1901	5612	0.3702	2.964	7.543	1.228
8.5	1.351	5677	1.647	3.093	7.427	1.353
8.6	-0.08901	5773	-0.2066	3.024	7.648	1.334
8.7	0.5637	5825	0.6931	3.105	7.519	1.402
8.8	1.534	5896	1.7	3.106	7.681	1.629
8.9	-0.8814	5959	-1.154	2.988	7.701	1.45
9	-1.14	6061	-2.175	3.008	7.954	1.243
9.1	0.05027	6161	0.122	3.207	8.096	1.28
9.2	-0.622	6214	-0.7617	3.309	7.953	1.14
9.3	-0.9718	6255	-0.8326	3.138	8.246	1.114
9.4	-1.082	6316	-1.256	3.369	8.14	0.9408
9.5	-0.6048	6343	-0.3763	3.27	8.517	0.9036
9.6	1.222	6406	1.311	3.334	8.228	1.069
9.7	-0.2136	6488	-0.4246	3.431	8.818	1.038
9.8	-1.571	6530	-0.9892	3.401	8.31	0.9382
9.9	0.2224	6592	0.3355	3.519	8.854	0.9428
10	-1.518	6622	-0.7353	3.486	8.597	0.8876
10.1	0.6346	6686	0.8766	3.595	8.518	0.9973
10.2	-0.06772	6754	-0.1252	3.695	9.192	0.9657
10.3	0.7257	6787	0.5691	3.653	9.244	0.9901
10.4	-1.441	6822	-0.8741	3.657	8.889	0.8992
10.5	-1.054	6895	-1.518	3.71	9.313	0.7535
10.6	0.6716	6988	1.413	3.906	9.268	0.9309
10.7	0.788	7056	1.195	3.935	9.463	1.006
10.8	-1.192	7127	-1.566	4.049	9.139	0.8904
10.9	-0.6898	7189	-0.9187	4.093	9.133	0.7918
11	-0.5498	7236	-0.5616	4.12	9.48	0.7223
11.1	-0.3142	7315	-0.6095	4.309	9.506	0.6601
11.2	-1.411	7388	-1.568	4.297	9.815	0.4951
11.3	-0.5641	7473	-1.085	4.628	9.791	0.3975
11.4	0.2155	7554	0.4263	4.757	9.574	0.4241
11.5	-1.264	7639	-1.928	4.687	9.5	0.2428
11.6	0.8723	7735	1.871	4.887	9.944	0.4106
11.7	-0.2737	7809	-0.5105	5.054	9.718	0.3675
11.8	-0.3801	7856	-0.4546	5.105	10.25	0.3336
11.9	0.5627	7916	0.7258	5.165	9.697	0.4084
12	-1.343	7963	-0.9966	5.246	10.31	0.2877
12.1	0.3592	8022	0.5102	5.37	9.949	0.358
12.2	-0.4948	8078	-0.6312	5.594	10.29	0.2806
12.3	-0.01763	8117	-0.01546	5.628	10.42	0.2875
12.4	-1.082	8171	-1.25	5.805	10.33	0.1666
12.5	-0.5341	8222	-0.67	5.743	10.45	0.09749
