0.1	0.0744465	-0.0016656	-0.0392156
0.2	0.0809227	-0.00157244	0.0703306
0.3	0.114075	-0.00256416	-0.126675
0.4	0.175013	-0.00909791	-0.0831731
0.5	0.209651	-0.0129177	-0.149132
0.6	0.3166	-0.0265227	-0.103005
0.7	0.3648	-0.0323167	-0.141689
0.8	0.508296	-0.0592403	-0.224426
0.9	0.626943	-0.0800706	-0.12343
1	0.635715	-0.0818947	-0.216898
1.1	0.720249	-0.108813	-0.390954
1.2	0.824246	-0.161817	-0.5374
1.3	0.970714	-0.246083	-0.506593
1.4	1.13479	-0.323319	-0.377824
1.5	1.20466	-0.354304	-0.444723
1.6	1.28414	-0.39464	-0.499938
1.7	1.36236	-0.435491	-0.459542
1.8	1.53306	-0.528777	-0.53893
1.9	1.56774	-0.554386	-0.75921
2	1.6497	-0.626443	-0.687486
2.1	1.78842	-0.759503	-0.83831
2.2	1.89534	-0.890422	-0.929017
2.3	2.04667	-1.09292	-0.929017
2.4	2.04869	-1.09493	-1.01406
2.5	2.12797	-1.19781	-0.816646
2.6	2.28608	-1.35705	-0.76172
2.7	2.36461	-1.42829	-0.717892
2.8	2.44949	-1.50212	-0.712697
2.9	2.50784	-1.55417	-0.746637
3	2.60811	-1.66416	-0.92062
3.1	2.71105	-1.79696	-0.900846
3.2	2.7711	-1.85961	-0.721338
3.3	2.95071	-2.01432	-0.70067
3.4	2.97606	-2.04122	-0.857187
3.5	2.9793	-2.04457	-0.77443
3.6	3.00668	-2.06598	-0.547323
3.7	3.13445	-2.15996	-0.725026
3.8	3.20037	-2.23152	-0.922158
3.9	3.24882	-2.29722	-0.952406
4	3.28954	-2.34971	-0.871788
4.1	3.33574	-2.41306	-1.00109
4.2	3.38544	-2.51402	-1.20764
4.3	3.43125	-2.64299	-1.25259
4.4	3.48383	-2.81003	-1.27853
4.5	3.50101	-2.87201	-1.31724
4.6	3.54536	-3.0479	-1.33008
4.7	3.56211	-3.12227	-1.38637
4.8	3.59719	-3.28655	-1.33705
4.9	3.6572	-3.50569	-1.27134
5	3.68592	-3.58646	-1.19386
